"ASV","SpearmanRho","pValue","Occurrence","OccurrencePct","Kingdom","Phylum","Class","Order","Family","Genus","Species","CalcifierGeneral","CalcifierLarval","CalcifierAdult","StructureLarval","StructureAdult","MineralForm","PlanktonicLifeHistory","Removal","Description"
"1497",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1521",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia pacifica","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"1654",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"1686",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1879",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"1990",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Lensia campanella","No","No","No","None","None","None","Holoplanktonic","No","Colonial hydrozoans (e.g., Portuguese man o' war)"
"2105",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2149",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2238",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2276",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia pacifica","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"2443",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Allocentrotus","Allocentrotus fragilis","Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Sea urchins"
"3131",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Echinodermata","Echinoidea","Clypeasteroida","Dendrasteridae","Dendraster","Dendraster excentricus","Yes","Yes","Yes","Exoskeleton","Exoskeleton","Calcite","Meroplanktonic","No","Sand dollars"
"3236",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphipholis","Amphipholis pugetana","Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"3392",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Mollusca","Cephalopoda","Oegopsida","Gonatidae","Gonatus","Gonatus pyros","Variable","Yes","No","Statoliths","None","Aragonite","Meroplanktonic","No","Squid"
"3447",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Discoconchoecia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"3448",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3577",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3578",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus stilbius","No","No","No","None","None","None","Meroplanktonic","No","Deep-sea smelts and related fish"
"3644",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Agalma","Agalma elegans","No","No","No","None","None","None","Holoplanktonic","No","Colonial hydrozoans (e.g., Portuguese man o' war)"
"3702",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Annelida","Polychaeta","Phyllodocida","Pholoidae","Pholoides","Pholoides asperus","No","No","No","None","None","None","Benthic + Meroplanktonic","No","Active marine polychaetes"
"3797",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Panopeidae","Lophopanopeus","Lophopanopeus bellus","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"3874",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4039",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4040",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4404",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Lysmata","Lysmata californica","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"4406",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Rhincalanus","Rhincalanus nasutus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4829",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4926",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"5040",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"5635",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"5774",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"6125",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae",NA,NA,"No","No","No","None","None","None","Benthic + Holoplanktonic","No","Hydroids"
"6327",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"6328",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Lipolagus","Lipolagus ochotensis","No","No","No","None","None","None","Meroplanktonic","No","Deep-sea smelts and related fish"
"6543",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"6806",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"7027",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphipholis","Amphipholis pugetana","Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"7028",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecetta","Conchoecetta giesbrechti","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"7029",-0.153472856366863,0.174093973483199,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecia","Conchoecia magna","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"404",-0.157647985115558,0.162532507591445,19,23.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1040",-0.158208247070407,0.161025358992719,4,5,"Eukaryota","Echinodermata","Echinoidea","Clypeasteroida","Dendrasteridae","Dendraster","Dendraster excentricus","Yes","Yes","Yes","Exoskeleton","Exoskeleton","Calcite","Meroplanktonic","No","Sand dollars"
"322",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus stilbius","No","No","No","None","None","None","Meroplanktonic","No","Deep-sea smelts and related fish"
"924",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Ophiotrichidae","Ophiothrix","Ophiothrix spiculata","Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"934",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus stilbius","No","No","No","None","None","None","Meroplanktonic","No","Deep-sea smelts and related fish"
"1198",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus stilbius","No","No","No","None","None","None","Meroplanktonic","No","Deep-sea smelts and related fish"
"1242",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"1368",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1520",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"1606",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Echinodermata","Echinoidea","Temnopleuroida","Toxopneustidae","Lytechinus","Lytechinus pictus","Yes","Yes","Yes","Internal skeleton","Exoskeleton","Calcite","Meroplanktonic","No","Short-spined sea urchins"
"1667",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecetta","Conchoecetta giesbrechti","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"1731",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Cancridae","Romaleon","Romaleon antennarium","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"1810",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"1989",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda",NA,"Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"2104",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Ophiactidae","Ophiopholis",NA,"Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"2409",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus","No","No","No","None","None","None","Meroplanktonic","No","Lanternfishes"
"2569",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2747",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Hansarsia","Hansarsia difficilis","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"3281",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Ophiactidae","Ophiopholis","Ophiopholis sp. EAC01","Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"3871",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Cancridae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"4133",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4493",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Annelida","Polychaeta","Eunicida","Amphinomidae",NA,NA,"No","No","No","None","None","None","Benthic + Meroplanktonic","No","Marine bristle worms (polychaetes)"
"4494",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Cancridae","Romaleon",NA,"Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"5178",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Thecostraca","Balanomorpha","Chthamalidae","Chthamalus","Chthamalus fissus","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Barnacles"
"5179",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Panopeidae","Lophopanopeus","Lophopanopeus bellus","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"5333",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"5475",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Annelida","Polychaeta","Spionida","Spionidae",NA,NA,"No","No","No","None","None","None","Benthic + Meroplanktonic","No","Marine worms (sediment burrowers)"
"5631",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Rhincalanus","Rhincalanus nasutus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"5632",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"5936",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Annelida","Polychaeta","Phyllodocida","Pholoidae","Pholoides","Pholoides asperus","No","No","No","None","None","None","Benthic + Meroplanktonic","No","Active marine polychaetes"
"6120",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"6320",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Triopha","Triopha","Triopha catalinae","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"6322",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Mollusca","Bivalvia","Adapedonta","Hiatellidae","Panopea","Panopea generosa","Yes","Yes","Yes","External shell","External shell","Aragonite/Calcite","Meroplanktonic","No","Burrowing clams"
"6323",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Panopeidae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"6537",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Ophiocomidae","Ophiopteris","Ophiopteris papillosa","Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"6800",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Thysanoessa gregaria","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"7024",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Tritoniidae","Tritonia","Tritonia festiva","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"7025",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae",NA,NA,"Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"7291",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae",NA,NA,"Yes","Yes","Yes","External shell","External shell","Aragonite/Calcite","Meroplanktonic","No","Periwinkles and related snails"
"7292",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Mollusca","Gastropoda","Neogastropoda","Nassariidae",NA,NA,"Yes","Yes","Yes","External shell","External shell","Aragonite/Calcite","Meroplanktonic","No","Whelks and predatory snails"
"7293",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Cliidae","Clio","Clio pyramidata","Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"7295",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Tritoniidae","Tritonia","Tritonia exsulans","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"7296",-0.158345010537239,0.160659031619726,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Paracalanidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"406",-0.15876636413364,0.159534298475993,25,31.25,"Eukaryota","Arthropoda","Thecostraca","Balanomorpha","Chthamalidae","Chthamalus","Chthamalus fissus","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Barnacles"
"2481",-0.15968186165798,0.157110678302854,6,7.5,"Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Chelophyes","Chelophyes appendiculata","No","No","No","None","None","None","Holoplanktonic","No","Colonial hydrozoans (e.g., Portuguese man o' war)"
"2838",-0.159840733465923,0.156692894633867,5,6.25,"Eukaryota","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepipatella","Crepipatella lingulata","Yes","Yes","Yes","External shell","External shell","Aragonite/Calcite","Meroplanktonic","No","Periwinkles and related snails"
"1641",-0.160087944507398,0.156044449717638,16,20,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3567",-0.161729454009825,0.151789256264008,2,2.5,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Spirontocaris","Spirontocaris sica","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"325",-0.162476219741614,0.149882385368024,60,75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus","Paracalanus sp. C AC_2013","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"220",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"226",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"263",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"438",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"548",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"616",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"671",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"762",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"786",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"797",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"883",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"900",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"915",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"923",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"938",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"940",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"978",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"996",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1014",-0.163217164707616,0.148008143528415,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
